old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
gpt5_run2,3.0,damage,sale,schedule,divorce,73,Common reasons ordinary people might have a case in civil/family court,3.0,25.0
94670,1.0,subject,account,vacation,winner,74,Commonly numerically counted terms,3.0,42.0
gpt5_run1,0.0,pressure,fool,charge,force,75,Common English words that function as both nouns and verbs,3.0,35.0
95103,1.0,ways,duty,secret,decision,77,things an agent has,1.0,61.0
gpt5_run3,0.0,monsieur,tour,demon,season,78,English words borrowed from French (loanwords of French origin),3.0,40.0
deepseek-chat_run1,1.0,church,key,tree,tape,79,Items that might be used in a wedding ceremony or celebration,1.0,40.0
87712,0.0,sky,chair,breath,drug,80,"camping

",4.0,14.0
95944,0.0,suite,fairy,trail,spy,81,tropes in fantasy media,3.0,44.0
deepseek-chat_run1,0.0,flag,locker,actress,tube,82,Items that might be found in a high school theater's prop room or backstage area,1.0,65.0
87265,0.0,battle,weight,player,manager,83,What you might find at a wrestling match,3.0,56.0
gpt5_run1,1.0,neighborhood,airport,cheese,princess,84,Themed play areas you might find in a children's museum or indoor play center,3.0,20.0
87712,0.0,radio,boyfriend,bus,sun,85,summer,1.0,7.0
91363,0.0,prince,animal,driver,pool,86,personal luxuries,3.0,8.0
87712,0.0,dress,bathroom,film,sergeant,87,prom,3.0,56.0
95411,0.0,warden,hug,exit,chopper,91,things related to getting out of prison,3.0,13.0
95414,1.0,devil,trick,program,speech,92,"Things that make you nervous 
",0.0,91.0
94670,1.0,roof,cab,pizza,monkey,93,have patterns made of repeating aspects,4.0,24.0
gpt5_run1,0.0,leader,contract,madame,county,94,"Terms you might encounter in a county government meeting chaired by a woman (a county leader approving a public contract, addressed as Madame Chair)",3.0,20.0
93945,0.0,knife,shirt,jail,weapon,95,Things that you might find at a crime scene,1.0,70.0
94670,1.0,dime,thumb,singer,temple,97,Aspects of worship,1.0,15.0
93945,0.0,garden,tank,painting,cigarette,98,The American Dream,2.0,25.0
deepseek-chat_run1,0.0,signal,heat,contact,director,99,Elements of a fire alarm system,1.0,40.0
94962,0.0,mister,code,conversation,size,100,"things that may come up when identifying a situation 
",3.0,38.0
