old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
gpt5_run1,3.0,machine,gift,cash,land,51,"Types of prizes you might win on a game show or in a contest (e.g., a machine/appliance, a gift item, a cash prize, or a plot of land)",1.0,40.0
gpt5_run3,3.0,horn,basketball,chick,flower,52,Symbols and activities commonly associated with the spring season (March/April),3.0,35.0
93983,3.0,football,soldier,crowd,bullet,53,Things that come in large amounts.,2.0,7.0
93983,3.0,dollar,rose,bike,button,54,All of these can be used on a mountain.,4.0,2.0
deepseek-chat_run1,2.0,photo,stairs,university,belt,55,"Items that can be ""graduated"" in a metaphorical sense",3.0,30.0
gpt5_run1,2.0,ear,radar,senator,jacket,56,Elements involved in secretly monitoring or surveilling a politician,3.0,10.0
gpt5_run3,3.0,suit,beach,tea,arms,57,"Things commonly associated with a traditional British seaside hotel visit (guests in suits, the beach outside, afternoon tea service, and people strolling arm-in-arm on the promenade)",3.0,10.0
91608,2.0,station,record,cop,girlfriend,58,Listening to the radio on crime in the area while on a date,3.0,0.0
93555,3.0,river,sea,hole,pants,59,spongebob,2.0,51.0
deepseek-chat_run2,3.0,pardon,condition,shame,health,60,"Things that can be ""poor""",1.0,40.0
93555,3.0,jury,coat,milk,meat,61,jail,3.0,10.0
gpt5_run1,3.0,sheriff,foot,prison,wall,62,Things that can be patrolled by law enforcement or guards,3.0,20.0
deepseek-chat_run1,3.0,glasses,pocket,lake,buck,63,"Things that can be described as ""deep""",3.0,25.0
deepseek-chat_run2,2.0,gate,mail,chocolate,shoe,64,Items that might be left on a porch or doorstep,1.0,65.0
94320,3.0,project,property,weather,base,65,Words you can hear in a weather report,1.0,67.0
88842,2.0,society,language,freedom,rule,67,USA,3.0,74.0
96084,3.0,desert,telephone,wire,sword,68,Things you might find in an action film,1.0,35.0
gpt5_run2,3.0,gas,test,group,field,69,Common English words that function as both nouns and verbs in everyday usage,3.0,30.0
96162,3.0,note,ticket,desk,cream,71,Stuff found in a cafe,3.0,63.0
96162,3.0,restaurant,teeth,hall,bottle,72,Things that can be cleaned,2.0,57.0
deepseek-chat_run1,2.0,damage,sale,schedule,divorce,73,Things that can be finalized or settled legally.,3.0,25.0
95414,1.0,winner,vacation,account,subject,74,Things that you can't touch,4.0,0.0
gpt5_run3,0.0,pressure,fool,charge,force,75,"Ways a person might try to manipulate or coerce someone else (pressure, fool, charge, force)",3.0,40.0
94869,0.0,ways,decision,duty,secret,77,Running away,1.0,17.0
95875,0.0,tour,season,monsieur,demon,78,french words that can be used in english too,4.0,0.0
91363,0.0,church,tree,tape,key,79,items that are usually earth-tones colors,1.0,14.0
91304,1.0,breath,chair,sky,drug,80,Things that may be observed in a person's hospital room,1.0,65.0
95103,1.0,spy,fairy,suite,trail,81,things in the wicked movie,2.0,24.0
94962,0.0,flag,actress,tube,locker,82,things that can be red,4.0,0.0
95103,1.0,battle,manager,weight,player,83,things in basketball,1.0,70.0
94869,0.0,princess,neighborhood,cheese,airport,84,Princess diary on the move,3.0,15.0
91304,1.0,boyfriend,radio,bus,sun,85,Things that may be seen in a 90's movie intro,1.0,43.0
94670,1.0,pool,driver,prince,animal,86,Associated with a lot of money or high in cost,1.0,42.0
87265,0.0,bathroom,dress,sergeant,film,87,Things in a movie,4.0,24.0
91304,1.0,chopper,warden,hug,exit,91,Things that can be seen in the ending scene of a dramatic movie,4.0,6.0
91363,0.0,speech,devil,program,trick,92,necessary components of a good trick-or-treat,1.0,6.0
93520,0.0,cab,pizza,roof,monkey,93,monk's restaurant,2.0,8.0
95414,1.0,contract,leader,county,madame,94,What you call your boss,4.0,33.0
87265,0.0,shirt,knife,weapon,jail,95,things you can find in a prison,2.0,42.0
94962,0.0,thumb,dime,temple,singer,97,"things that include the word ""drive""",4.0,0.0
95103,1.0,garden,painting,cigarette,tank,98,things in your backyard,1.0,67.0
91363,0.0,heat,director,contact,signal,99,"things involved in ""chemistry""",4.0,5.0
deepseek-chat_run2,0.0,mister,conversation,size,code,100,Elements of a spy's cover identity,3.0,25.0
