old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
deepseek-chat_run1,3,gate,mail,chocolate,shoe,64,Items that might be left on a front porch or doorstep,1,65
96162,3,weather,project,property,base,65,Things that are observed or done during camping,2,59
gpt5_run1,3,language,freedom,rule,society,67,Fundamental abstract concepts in political and social philosophy,1,45
gpt5_run2,3,telephone,wire,sword,desert,68,Elements commonly seen in a desert battlefield scene in war stories,3,25
93555,3,group,gas,test,field,69,science things,3,14
91608,2,desk,ticket,note,cream,71,getting pulled over,2,11
93983,3,restaurant,teeth,bottle,hall,72,All of these have to do with alcohol.,4,16
gpt5_run3,2,damage,sale,schedule,divorce,73,Possible outcomes or rulings a judge might issue in a civil or family court case,3,45
94962,0,vacation,subject,winner,account,74,things that someone will get if they win something,2,37
95414,1,force,charge,fool,pressure,75,"Things that are mentioned in a science class 
",0,99
gpt5_run3,1,ways,decision,secret,duty,77,Elements of a moral dilemma a character might face in a story,3,35
95103,1,tour,monsieur,season,demon,78,things you would see at a museum,1,22
deepseek-chat_run3,0,church,key,tree,tape,79,Items that can be used as symbols in a family coat of arms or heraldry,3,25
gpt5_run1,1,breath,chair,sky,drug,80,Common ways people try to relax or relieve stress,2,25
91304,1,trail,fairy,spy,suite,81,Things that might appear in a child's fantasy book,2,84
gpt5_run2,0,flag,locker,actress,tube,82,Things you might encounter in or around a busy London Underground (Tube) station near the West End theatre district,3,10
gpt5_run1,0,weight,player,battle,manager,83,"Aspects of organizing a competitive combat sports match (e.g., boxing or MMA)",3,40
95944,0,cheese,airport,neighborhood,princess,84,elements of a romantic comedy,3,50
deepseek-chat_run1,0,radio,boyfriend,bus,sun,85,Things you might miss while on a long-distance trip,1,40
95944,0,prince,pool,animal,driver,86,Things that a rich family has,1,91
gpt5_run2,0,dress,sergeant,film,bathroom,87,"Things a recruit commonly deals with during military boot camp (uniform dress, drill sergeants, training films, communal bathrooms)",3,15
93520,0,hug,chopper,exit,warden,91,prison,2,55
93520,0,devil,trick,speech,program,92,donald trump,2,10
93945,0,pizza,cab,monkey,roof,93,New York,1,67
87712,0,madame,leader,contract,county,94,mayor,3,40
deepseek-chat_run3,1,shirt,knife,weapon,jail,95,Items that could be used as evidence in a crime scene investigation,1,40
95411,0,dime,singer,temple,thumb,97,things on a person near a microphone,3,5
94962,0,painting,tank,cigarette,garden,98,things that people stereotype with artists,1,49
93520,0,heat,signal,director,contact,99,things you would use if you got in a car accident,2,25
94670,1,mister,conversation,code,size,100,words used in sales,1,58
