old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
gpt5_run3,1.0,anger,confession,request,solution,36,"Stages or elements in a conflict-resolution conversation (expressing anger, making a confession, stating a request, agreeing on a solution)",3.0,35.0
gpt5_run1,1.0,partner,folks,middle,angel,37,Ways you might refer to family members or loved ones in everyday conversation,2.0,40.0
deepseek-chat_run2,1.0,difference,pleasure,situation,service,38,Aspects of a customer experience review,1.0,40.0
94257,1.0,class,king,piece,boss,39,Royalty,2.0,29.0
94914,1.0,surprise,space,idiot,killer,40,The movie scream,2.0,50.0
deepseek-chat_run1,1.0,neck,arm,hat,computer,41,Things you might rest your head on,1.0,40.0
94914,1.0,stage,camp,shop,board,42,Things to find at an amusement park,0.0,74.0
deepseek-chat_run3,1.0,truck,list,store,star,43,"Things that can be ""semi"" or associated with the word ""semi""",3.0,20.0
87744,1.0,ride,report,area,top,44,airport,3.0,18.0
94914,1.0,queen,glass,teacher,cell,45,School,0.0,57.0
92984,1.0,brain,beer,fish,ice,46,wisconsin,1.0,50.0
gpt5_run3,1.0,blade,rocket,patch,robot,47,"Signature accessories of common kids dress-up / Halloween costumes (knights blade, astronauts rocket, pirates patch, robot suit)",2.0,35.0
95028,1.0,clothes,ship,tv,horse,48,things that can all be very valuable,3.0,0.0
93122,3.0,bird,chest,cake,rain,49,crevis,4.0,0.0
93990,3.0,spot,client,north,pal,50,Different locations,2.0,34.0
93555,3.0,gift,cash,land,machine,51,a casino,0.0,90.0
95581,2.0,flower,basketball,chick,horn,52,high school musical,3.0,69.0
96162,3.0,bullet,soldier,football,crowd,53,Things you might see at a football game,1.0,87.0
91608,2.0,bike,rose,dollar,button,54,Things you can find on the side of the street in a garage sale.,1.0,14.0
93122,3.0,stairs,photo,belt,university,55,... escalator,4.0,19.0
deepseek-chat_run3,3.0,ear,radar,senator,jacket,56,"Things that can be ""picked up"" by a device or person",3.0,40.0
95936,3.0,arms,suit,beach,tea,57,when getting a tan by the sea,0.0,50.0
96162,3.0,cop,station,girlfriend,record,58,Elements of a crime,1.0,95.0
96162,3.0,pants,sea,hole,river,59,What sailors have or seen,4.0,0.0
deepseek-chat_run3,3.0,pardon,condition,shame,health,60,Things that can be restored or improved,1.0,65.0
96162,3.0,meat,coat,jury,milk,61,Things that can be spoiled/ruined,3.0,68.0
93990,3.0,foot,sheriff,wall,prison,62,Someone is getting arrested,2.0,50.0
93122,3.0,lake,pocket,buck,glasses,63,wisconsin,1.0,0.0
95581,2.0,gate,shoe,mail,chocolate,64,mall entrance,1.0,58.0
deepseek-chat_run3,2.0,base,project,weather,property,65,Things that can be forecasted or estimated,1.0,60.0
gpt5_run2,3.0,language,freedom,rule,society,67,Fundamental abstract concepts in political and social theory,1.0,45.0
88842,2.0,wire,desert,sword,telephone,68,game,4.0,73.0
deepseek-chat_run2,2.0,gas,test,group,field,69,Types of scientific studies or research contexts,1.0,40.0
95581,2.0,desk,ticket,cream,note,71,school,1.0,36.0
deepseek-chat_run2,2.0,teeth,bottle,restaurant,hall,72,Things that can be capped or covered,1.0,40.0
91608,2.0,sale,schedule,divorce,damage,73,Lawyers,1.0,63.0
94869,0.0,winner,subject,vacation,account,74,Summer vacation and at the end the kids get money,3.0,12.0
87265,0.0,force,pressure,fool,charge,75,Something a person can do to another person,3.0,31.0
91304,1.0,duty,ways,decision,secret,77,Things that can be used to explain the cancelation of plans,1.0,70.0
95944,0.0,monsieur,demon,tour,season,78,anime titles,4.0,0.0
95103,1.0,church,tape,tree,key,79,things a Christian would have.,3.0,21.0
94869,0.0,drug,chair,breath,sky,80,Drugs names,1.0,23.0
94869,0.0,spy,fairy,suite,trail,81,A mission impossible movie gone wrong,3.0,19.0
95411,0.0,tube,flag,locker,actress,82,things in a makeup room,3.0,5.0
94962,0.0,player,battle,weight,manager,83,things in a wrestling match,1.0,50.0
91363,0.0,airport,cheese,neighborhood,princess,84,things that are known locally,0.0,19.0
95411,0.0,bus,boyfriend,sun,radio,85,things going on while waiting for someone to get off a bus,3.0,4.0
deepseek-chat_run3,0.0,pool,animal,prince,driver,86,"Things that can be preceded by the word ""pool"" to form a common phrase or compound noun",1.0,60.0
deepseek-chat_run3,1.0,dress,sergeant,film,bathroom,87,"Things that can be preceded by ""private""",1.0,40.0
91363,0.0,exit,chopper,warden,hug,91,things in jails,4.0,6.0
94670,1.0,devil,speech,program,trick,92,aspects of language,1.0,40.0
91304,1.0,cab,pizza,monkey,roof,93,Things related to a scene including King Kong,1.0,72.0
94962,0.0,leader,madame,contract,county,94,things that are important in governing a society,2.0,33.0
95103,1.0,shirt,knife,weapon,jail,95,things you see in a prison,0.0,84.0
93520,0.0,dime,singer,temple,thumb,97,nail,3.0,62.0
94869,0.0,garden,cigarette,painting,tank,98,Thing that someone might find at a park,1.0,32.0
deepseek-chat_run2,1.0,signal,heat,contact,director,99,"Things that can be ""lost"" in a movie or film context",3.0,40.0
gpt5_run1,0.0,mister,conversation,size,code,100,"Elements involved when chatting with an online clothing stores customer support (form of address mister, the conversation itself, clothing size, and a promo/discount code)",3.0,20.0
