old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
89597,1.0,stress,punishment,heavens,option,35,"difficult things
",3.0,11.0
deepseek-chat_run1,1.0,anger,confession,request,solution,36,Stages in a conflict resolution process,1.0,65.0
95028,1.0,angel,middle,partner,folks,37,concepts that are relevant around the holidays,1.0,50.0
94894,1.0,pleasure,situation,difference,service,38,Working a job you love,1.0,29.0
92984,1.0,class,boss,piece,king,39,chess,2.0,24.0
gpt5_run1,1.0,killer,surprise,space,idiot,40,Dramatic buzzwords often used in sensational horror/sci-fi/comedy movie titles,2.0,30.0
93542,1.0,computer,neck,arm,hat,41,Super hacking,2.0,62.0
94257,1.0,shop,board,camp,stage,42,Boardwalk Town,4.0,0.0
94894,1.0,truck,star,store,list,43,shopping for Christmas gifts for kids,0.0,100.0
94257,1.0,top,area,ride,report,44,Amusement park review,2.0,24.0
94257,1.0,teacher,queen,glass,cell,45,School,4.0,1.0
94894,1.0,beer,ice,brain,fish,46,Cooler you take home after fishing,1.0,63.0
deepseek-chat_run1,1.0,blade,rocket,patch,robot,47,Items that can be part of a futuristic soldier's combat gear,3.0,40.0
gpt5_run2,1.0,ship,horse,tv,clothes,48,Things people commonly rent temporarily instead of buying,3.0,35.0
94320,3.0,bird,cake,chest,rain,49,Things a bird wants while hungry and thirsty and cold,3.0,16.0
gpt5_run3,2.0,spot,client,pal,north,50,"Words that are one half of a familiar contrasting pair (north/south, client/server, friend/foe, spots/stripes)",3.0,20.0
deepseek-chat_run3,3.0,machine,gift,cash,land,51,Assets that can be inherited or passed down in an estate,1.0,40.0
88842,2.0,flower,basketball,chick,horn,52,Outside,3.0,65.0
gpt5_run3,3.0,football,bullet,soldier,crowd,53,Things you might see at a football match when soldiers fire on the crowd,3.0,40.0
96162,3.0,bike,button,dollar,rose,54,Stuff you can find on sale,1.0,93.0
91608,2.0,photo,university,belt,stairs,55,Things you see at college everyday,3.0,12.0
93990,3.0,jacket,senator,ear,radar,56,Things that have multiple parts to them,3.0,38.0
gpt5_run2,2.0,suit,beach,tea,arms,57,Things typically associated with a traditional British seaside hotel stay,3.0,15.0
93983,3.0,cop,station,record,girlfriend,58,Ideas that have to due with illegal activities and jail.,2.0,20.0
deepseek-chat_run1,3.0,pants,hole,sea,river,59,"Things that can have a ""cuff""",3.0,25.0
gpt5_run3,3.0,pardon,condition,shame,health,60,"Different kinds of personal states or statuses a person can be in (legal, physical, emotional)",2.0,35.0
93983,3.0,meat,milk,coat,jury,61,Items that would be considered necessary to most people.,3.0,5.0
88842,2.0,sheriff,wall,foot,prison,62,town,3.0,70.0
93555,3.0,glasses,lake,buck,pocket,63,fishing,2.0,51.0
91608,2.0,mail,shoe,gate,chocolate,64,Things in Charlie and the chocolate factory,1.0,57.0
gpt5_run1,2.0,base,project,weather,property,65,Factors you must consider when planning a construction project on a piece of property,3.0,20.0
94320,3.0,language,rule,freedom,society,67,Important concepts of politics and sociology,0.0,90.0
95936,3.0,desert,telephone,wire,sword,68,the moment you are watching a old movie on your phone,0.0,24.0
95936,3.0,group,test,gas,field,69,in a study setting,1.0,9.0
deepseek-chat_run3,3.0,desk,note,cream,ticket,71,Items you might find on a receptionist's desk,1.0,65.0
96084,3.0,teeth,bottle,restaurant,hall,72,Things you might find in a cafeteria,1.0,58.0
94320,3.0,sale,schedule,divorce,damage,73,Things can be found in a divorce contract,1.0,75.0
93945,0.0,winner,vacation,account,subject,74,Fraud,1.0,40.0
95944,0.0,charge,pressure,force,fool,75,Things that sole purpose is to apply work to an object,3.0,64.0
87265,0.0,secret,ways,duty,decision,77,Things people can make,4.0,6.0
94670,1.0,monsieur,tour,season,demon,78,France,3.0,86.0
95944,0.0,church,tree,key,tape,79,items that involve the joining of one thing to another,4.0,14.0
94962,0.0,sky,breath,drug,chair,80,things that can cause hallucinations,1.0,36.0
95875,0.0,trail,suite,spy,fairy,81,followed by dust,4.0,0.0
deepseek-chat_run3,0.0,flag,locker,actress,tube,82,Items that can be found in a prop room or backstage at a theater,1.0,65.0
93945,0.0,manager,weight,battle,player,83,Megaknight,1.0,7.0
87712,0.0,airport,cheese,neighborhood,princess,84,Milwaukee,1.0,22.0
94962,0.0,boyfriend,radio,sun,bus,85,a dream scenario someone may have,1.0,51.0
93520,0.0,prince,driver,pool,animal,86,the pursuit of happyness,2.0,46.0
95411,0.0,dress,bathroom,sergeant,film,87,things at an important movie showing,1.0,11.0
deepseek-chat_run1,0.0,exit,hug,warden,chopper,91,Things that can be associated with a prison break,1.0,65.0
94869,0.0,program,trick,devil,speech,92,The president of the United States,0.0,24.0
94869,0.0,cab,monkey,roof,pizza,93,Chucky cheese,3.0,7.0
95103,1.0,madame,contract,county,leader,94,things a president would have,2.0,60.0
deepseek-chat_run2,0.0,shirt,knife,weapon,jail,95,Items that might be confiscated during a police arrest,1.0,40.0
gpt5_run3,0.0,singer,thumb,temple,dime,97,Elements of a street singer performing outside a temple for tips,3.0,20.0
95411,0.0,painting,tank,garden,cigarette,98,things that can be found in a junkyard,4.0,0.0
gpt5_run1,1.0,signal,heat,contact,director,99,Key concerns and terms youd hear in a spacecraft mission control room,3.0,10.0
91304,1.0,size,conversation,code,mister,100,Things that are the result of an engagement,4.0,11.0
