old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
deepseek-chat_run3,2.0,pants,hole,sea,river,59,"Things that can be described as having a ""cuff""",3.0,25.0
96084,3.0,shame,condition,health,pardon,60,Words that can follow mental,2.0,69.0
93122,3.0,milk,meat,jury,coat,61,jug,4.0,0.0
95936,3.0,prison,foot,wall,sheriff,62,in a jail,1.0,49.0
93117,3.0,shoe,gate,chocolate,mail,64,The story of Charlie and the Chocolate Factory,1.0,42.0
96084,3.0,project,weather,base,property,65,Tnings that might be destroyed by storms,1.0,21.0
91608,2.0,wire,telephone,sword,desert,68,Things from the movie Dune,3.0,5.0
deepseek-chat_run3,3.0,gas,test,group,field,69,"Terms that can be preceded by ""field"" to form a compound word or phrase",1.0,40.0
95936,3.0,desk,ticket,cream,note,71,notebook doodles,1.0,50.0
95581,2.0,restaurant,hall,teeth,bottle,72,going to the dentist,3.0,56.0
gpt5_run3,1.0,account,subject,winner,vacation,74,Elements of a promotional sweepstakes where an account holder can win a vacation,3.0,25.0
94869,0.0,pressure,fool,force,charge,75,Trying to get into college,2.0,18.0
95411,0.0,secret,ways,decision,duty,77,words assosciated with the FBI,3.0,5.0
deepseek-chat_run1,,monsieur,tour,demon,season,78,"Words that can be preceded by ""The"" to form a title of a film, TV show, or book",3.0,25.0
deepseek-chat_run2,,church,key,tree,tape,79,Items that can be used to mark a boundary or territory,3.0,25.0
gpt5_run2,0.0,breath,chair,sky,drug,80,Things a nervous airline passenger might focus on during a turbulent flight,3.0,15.0
94962,0.0,trail,suite,fairy,spy,81,things that could be in a fairytale,2.0,50.0
95944,0.0,tube,actress,flag,locker,82,things a teenage boy might have in his room at school,1.0,75.0
deepseek-chat_run1,1.0,weight,player,battle,manager,83,Roles or elements in a professional wrestling storyline,3.0,40.0
deepseek-chat_run3,1.0,neighborhood,airport,cheese,princess,84,"Things that can be ""cottage"" prefixed or associated with a cottage",3.0,30.0
gpt5_run2,1.0,radio,boyfriend,bus,sun,85,"Things commonly featured during a teenagers daytime bus ride in teen dramas (the bus itself, the sun outside, music from the radio, and a boyfriend)",3.0,25.0
deepseek-chat_run2,1.0,pool,animal,prince,driver,86,"Words that can be preceded by ""pool"" to form a compound noun",3.0,30.0
94962,0.0,dress,bathroom,film,sergeant,87,things that would be in a Taylor Swift music video,1.0,73.0
95875,0.0,chopper,warden,hug,exit,91,before gate,4.0,11.0
gpt5_run1,1.0,trick,devil,speech,program,92,"Elements of a Halloween-themed magic show (the magicians tricks, a devil costume/character, the spoken patter/speech, and the printed show program)",3.0,30.0
95411,0.0,cab,pizza,roof,monkey,93,things assosciated with NYC,3.0,7.0
93945,0.0,contract,leader,county,madame,94,The First Lady,2.0,45.0
95875,0.0,knife,weapon,shirt,jail,95,can all link to shank,2.0,29.0
gpt5_run2,,singer,thumb,temple,dime,97,Things you might notice while giving spare change to a street singer performing on the street,3.0,15.0
deepseek-chat_run2,0.0,cigarette,tank,painting,garden,98,"Items that can be part of a ""smoking"" or ""smoky"" theme in art or representation",3.0,25.0
95875,0.0,heat,contact,signal,director,99,movie titles,2.0,34.0
gpt5_run2,0.0,mister,conversation,size,code,100,Details you might exchange when ordering clothing from a catalog over the phone,3.0,20.0
