old_subjCode,condition,word1,word2,word3,word4,group_id,category_response,difficulty,consensus
95411,0.0,winner,account,vacation,subject,74,Game show rewards,3.0,8.0
93945,0.0,fool,pressure,charge,force,75,Engineering students,3.0,9.0
deepseek-chat_run1,0.0,ways,decision,secret,duty,77,Things that can be weighed or considered in a moral dilemma,3.0,30.0
93945,0.0,monsieur,demon,tour,season,78,Villain,3.0,14.0
94670,1.0,tape,key,church,tree,79,has a connection to life,1.0,42.0
91363,0.0,breath,chair,sky,drug,80,things that are refreshing,0.0,24.0
93945,0.0,fairy,spy,trail,suite,81,Details in a story,1.0,35.0
95875,0.0,flag,actress,locker,tube,82,all paired with star,4.0,0.0
94670,1.0,weight,manager,battle,player,83,EA College Football,0.0,79.0
gpt5_run3,1.0,neighborhood,airport,cheese,princess,84,"Simple concrete nouns commonly used as example vocabulary for young children (place, food, person)",3.0,20.0
87265,0.0,sun,radio,boyfriend,bus,85,things that have a date,4.0,14.0
gpt5_run2,1.0,pool,animal,prince,driver,86,"Words that appear in the titles of well-known video game series (e.g., 8 Ball Pool, Animal Crossing, Prince of Persia, Driver)",3.0,25.0
gpt5_run3,0.0,dress,sergeant,film,bathroom,87,"Things involved in a night out at the movies (your outfit, the movies subject, the medium, and a bathroom break at the theater)",3.0,25.0
gpt5_run3,0.0,exit,hug,warden,chopper,91,Elements in a dramatic prison escape scene in an action movie,3.0,45.0
93945,0.0,trick,devil,program,speech,92,MK ultra,1.0,25.0
gpt5_run3,0.0,cab,roof,monkey,pizza,93,"Things you might encounter during a chaotic night out in a big city (taking a cab, ending up on a roof, seeing a monkey performer or mascot, grabbing late-night pizza)",3.0,15.0
93520,0.0,county,madame,contract,leader,94,madame president,2.0,23.0
93520,0.0,knife,jail,weapon,shirt,95,things you can use in jail,2.0,32.0
95944,0.0,thumb,dime,singer,temple,97,things related to rings,1.0,77.0
gpt5_run2,0.0,cigarette,tank,painting,garden,98,Artifacts and displays you might see in a World War II museum exhibit,3.0,30.0
87265,0.0,signal,director,contact,heat,99,types of things that can be turned on and off,4.0,12.0
gpt5_run3,0.0,mister,conversation,size,code,100,"Information fields associated with an online shopping account (title Mister, chat conversations with support, clothing size, promo/zip code)",3.0,15.0
